"","rownames(resOrderedDF)","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:UTI89_C0820","gene:UTI89_C0820",1026.84435701645,1.40399656179192,0.412190448633152,3.40618412301319,0.000658777342430058,0.0367451362110988
"gene:UTI89_C2182","gene:UTI89_C2182",202.568199910509,2.02457019659499,0.490303658003214,4.12921699348553,3.64000745231198e-05,0.00338385877974188
"gene:UTI89_C3790","gene:UTI89_C3790",704.259341953642,1.34364026393436,0.37046531179439,3.62689898664543,0.000286845443778996,0.0183473069556925
"gene:UTI89_C0833","gene:UTI89_C0833",1663.24219844702,-1.03116990419136,0.315346311530506,-3.26996025159345,0.00107562597491004,0.0539964239404841
"gene:UTI89_C3425","gene:UTI89_C3425",870.716421920839,1.58561352575014,0.497862913292263,3.18483960828656,0.00144834257761538,0.0685913182983889
"gene:UTI89_C0960","gene:UTI89_C0960",26.079361886549,-1.23950458221235,0.35063724453924,-3.53500548363348,0.000407766696245598,0.0245691823679338
"gene:UTI89_C5074","gene:UTI89_C5074",450.660854926916,1.72410486287364,0.462405788465221,3.72855380681143,0.00019258179251871,0.0134747834358339
"gene:UTI89_C0596","gene:UTI89_C0596",1097.144601515,3.32655574705755,0.471212917889219,7.05955974627932,1.6703094970597e-12,8.38495367523972e-09
"gene:UTI89_C0017","gene:UTI89_C0017",2459.88262512975,-1.17638021805604,0.332984082957974,-3.53284219355467,0.000411117792610845,0.0245691823679338
"gene:UTI89_C2429","gene:UTI89_C2429",2166.16666069388,2.09156226763188,0.49928549127933,4.18911084772886,2.80049587152329e-05,0.00281169785500938
"gene:UTI89_C3034","gene:UTI89_C3034",28.7901285736722,1.72836410198687,0.501383499253235,3.4471898348492,0.000566450409073944,0.0319503489163056
"gene:UTI89_P028","gene:UTI89_P028",2945.46407997563,1.42654563145201,0.449974422020478,3.17028160188867,0.00152291268087315,0.070137813375993
"gene:UTI89_C2925","gene:UTI89_C2925",5350.86640658784,-0.916330796080664,0.299790848742284,-3.0565669363323,0.00223887485593421,0.096889239455084
"gene:UTI89_C1122","gene:UTI89_C1122",748.934319657436,1.54458447408416,0.463606191476389,3.33167352481923,0.000863254628886217,0.0451410233021751
"gene:UTI89_C1335","gene:UTI89_C1335",10.572262389991,1.9315743103673,0.48696866083018,3.96652693640361,7.29275370497302e-05,0.00610160393316076
"gene:UTI89_P010","gene:UTI89_P010",5795.69604085888,2.11242504749136,0.469546845638249,4.49885898950075,6.8319152767342e-06,0.000857405367230142
"gene:UTI89_C4038","gene:UTI89_C4038",453.713045943105,1.73528281720716,0.441591934718765,3.92960713449692,8.50847614459597e-05,0.00688912100739867
"gene:UTI89_C1229","gene:UTI89_C1229",524.010498653577,1.72476086124986,0.458347429108065,3.76299887752443,0.000167887955602962,0.0122144570598097
"gene:UTI89_C0600","gene:UTI89_C0600",872.088693017167,1.58402024945727,0.417974006663331,3.7897577940371,0.000150794244895749,0.0112983150653233
"gene:UTI89_C2181","gene:UTI89_C2181",1577.21100120964,1.90636498644763,0.505838255282988,3.76872442235734,0.000164083919405481,0.0121132540502281
"gene:UTI89_P029","gene:UTI89_P029",4559.85845534313,1.62150012188204,0.4845427873374,3.3464539443303,0.000818522755647017,0.0441826261650325
"gene:UTI89_P012","gene:UTI89_P012",1708.96026135084,2.68310501511113,0.485405031297439,5.52755913538734,3.24716791234007e-08,1.08671886132981e-05
"gene:UTI89_C0599","gene:UTI89_C0599",396.994412382622,2.82183681720891,0.474542141390243,5.94644093976969,2.74035344335635e-09,1.14638119047074e-06
"gene:UTI89_P011","gene:UTI89_P011",3544.98343045159,2.38548497889777,0.446406507870088,5.34375045354846,9.10428866619035e-08,2.47419309051411e-05
"gene:UTI89_C0584","gene:UTI89_C0584",4219.33330135582,2.6557340432644,0.501300468086926,5.29768913521918,1.17277403795309e-07,2.66388629108708e-05
"gene:UTI89_C2150","gene:UTI89_C2150",158.607354139372,1.15102901020272,0.342379439790288,3.36185201689606,0.000774216032792292,0.0427094998309594
"gene:UTI89_C0811","gene:UTI89_C0811",516.0102510504,0.988226635537543,0.243110292593004,4.06493129104967,4.80466141919048e-05,0.00431523478499668
"gene:UTI89_C0585","gene:UTI89_C0585",241.700528302343,1.69281732087422,0.486003176506589,3.48314044579349,0.000495568308773381,0.0285948610349698
"gene:UTI89_C4076","gene:UTI89_C4076",82.6378188387831,0.885882071748191,0.237650815739748,3.7276626591441,0.000193263826171323,0.0134747834358339
"gene:UTI89_C4034","gene:UTI89_C4034",1970.97476159519,2.19461212436915,0.502434640193677,4.36795544893794,1.2541506733096e-05,0.00139907475111426
"gene:UTI89_C0166","gene:UTI89_C0166",4692.0774368684,2.0457979801201,0.494350999848539,4.13835105167564,3.4981085353929e-05,0.00331330280144761
"gene:UTI89_C1049","gene:UTI89_C1049",1038.81494077138,1.44784124774941,0.324126039037726,4.46690815723352,7.93581784051611e-06,0.000971653794131484
"gene:UTI89_P017","gene:UTI89_P017",277.707447030721,2.61496887277372,0.387917617128472,6.74104180194448,1.57254952356315e-11,1.97354965207175e-08
"gene:UTI89_C1708","gene:UTI89_C1708",555.839345956279,1.94701057797338,0.401381112690587,4.85077776809661,1.22978276202411e-06,0.000213021515554072
"gene:UTI89_C4075","gene:UTI89_C4075",10.6658186136465,1.40471282755643,0.453811212198753,3.09536827164423,0.00196568665411285,0.0865591842425134
"gene:UTI89_C4237","gene:UTI89_C4237",574.833327948602,-1.91675647151615,0.424262448125168,-4.51785558676326,6.24690646120239e-06,0.000825249221979895
"gene:UTI89_C1593","gene:UTI89_C1593",248.034282905863,-0.832320101007561,0.238904865402993,-3.48389765777091,0.000494168410378986,0.0285948610349698
"gene:UTI89_C0586","gene:UTI89_C0586",609.967775380709,2.27277053783539,0.502780565660824,4.52040252361027,6.17221601810085e-06,0.000825249221979895
"gene:UTI89_C4741","gene:UTI89_C4741",13798.1503429521,-1.18059040446316,0.305108440942153,-3.86941246468823,0.000109097941543226,0.00843268730846862
"gene:UTI89_C0590","gene:UTI89_C0590",355.071272337043,2.07495335878848,0.486351181224976,4.26636849850407,1.98680513864257e-05,0.0021220769778693
"gene:UTI89_P074","gene:UTI89_P074",16.3001802700807,1.02132617309537,0.336248664163583,3.03741332515303,0.00238618016919388,0.0999255352242479
"gene:UTI89_C1266","gene:UTI89_C1266",1943.37686276549,-0.72155569355692,0.21629685649026,-3.3359509022241,0.000850081754227733,0.0449201095391918
"gene:UTI89_C2186","gene:UTI89_C2186",245.759455587157,1.55095999098106,0.498491181761161,3.11130878083249,0.00186260062087743,0.0829862862237225
"gene:UTI89_C4092","gene:UTI89_C4092",1090.25947569723,-0.834532855040053,0.260778153004257,-3.20016399159951,0.00137349414009501,0.0662975056084322
"gene:UTI89_C3911","gene:UTI89_C3911",133.419215948969,1.92178376752528,0.464297951234655,4.13911748353595,3.48644386841354e-05,0.00331330280144761
"gene:UTI89_C3035","gene:UTI89_C3035",366.760653988018,1.88472833836832,0.46467796489536,4.05598819129015,4.99227817063579e-05,0.00439670814326169
"gene:UTI89_C1451","gene:UTI89_C1451",272.297327462714,1.4121599574249,0.463708574982317,3.04536088744694,0.00232401262129912,0.0988690115162848
"gene:UTI89_C4033","gene:UTI89_C4033",1280.72455123709,2.43640502630433,0.500771114132249,4.86530663919426,1.14279488810312e-06,0.000212475197713988
"gene:UTI89_C0168","gene:UTI89_C0168",426.780170862351,2.45589822127162,0.455292810924604,5.39410718189072,6.88651041125479e-08,2.03354601555877e-05
"gene:UTI89_C4026","gene:UTI89_C4026",560.065015909728,1.64504259342437,0.446397502172241,3.68515187790999,0.000228566300816943,0.0152987044013474
"gene:UTI89_C0591","gene:UTI89_C0591",86.4759728048598,1.58332359131393,0.47570459020329,3.32837568508074,0.000873539810621419,0.0452079365909229
"gene:UTI89_C0495","gene:UTI89_C0495",518.94248312474,1.42186207062717,0.405879229043232,3.50316539720175,0.000459763883977507,0.0271531140890246
"gene:UTI89_C0583","gene:UTI89_C0583",973.611520263104,2.61936248062717,0.490641987489536,5.33864313983734,9.36447584059124e-08,2.47419309051411e-05
"gene:UTI89_C4740","gene:UTI89_C4740",6237.55118778779,-1.18464643310646,0.286160818917375,-4.13979257393902,3.47619997478346e-05,0.00331330280144761
"gene:UTI89_C4516","gene:UTI89_C4516",4457.26200450639,-0.854311463021884,0.186388844939694,-4.58349030114058,4.57278103865701e-06,0.000655867451830233
"gene:UTI89_C0563","gene:UTI89_C0563",49.5479400663417,0.986993796197864,0.310330770227945,3.18045740508714,0.00147042754314095,0.0689864137062391
"gene:UTI89_P013","gene:UTI89_P013",1681.34319011315,2.69541640242184,0.468707422752347,5.7507440069837,8.88515648850305e-09,3.18596325516323e-06
"gene:UTI89_C4028","gene:UTI89_C4028",4670.30916138912,2.16337424868495,0.499638206034328,4.32988154740175,1.49189569487138e-05,0.00162811225831616
"gene:UTI89_C0594","gene:UTI89_C0594",218.062445624362,1.75252490315928,0.478626362939785,3.66157202957866,0.00025067236088617,0.0165575691006391
"gene:UTI89_C2183","gene:UTI89_C2183",3851.6588174842,1.81881290531419,0.505160285933967,3.60046693288938,0.000317646226072939,0.0199323006860769
"gene:UTI89_C0598","gene:UTI89_C0598",468.794364806501,3.1475618984754,0.470331827375948,6.69221540042509,2.1981697632158e-11,2.04862511431218e-08
"gene:UTI89_C0169","gene:UTI89_C0169",1033.64818959534,2.39095925511313,0.359338636386831,6.65377728138102,2.85664856577396e-11,2.04862511431218e-08
"gene:UTI89_C5072","gene:UTI89_C5072",287.400567509839,1.98919437576134,0.498336250454116,3.99167103326049,6.56093442159483e-05,0.00567860186144931
"gene:UTI89_C1859","gene:UTI89_C1859",21.4506853647238,1.35498358837446,0.405288482760523,3.34325707739169,0.000828011538218328,0.0442193395942129
"gene:UTI89_C1336","gene:UTI89_C1336",1410.10017213279,2.25146262586621,0.470430502308597,4.78596225120895,1.70170041365435e-06,0.000266954252392027
"gene:UTI89_C2965","gene:UTI89_C2965",27.1636906979992,-1.15021366421802,0.351452852210717,-3.27273959218974,0.00106510558156076,0.0539964239404841
"gene:UTI89_C2117","gene:UTI89_C2117",771.998503955524,0.601645639201452,0.191879945322514,3.13553163771336,0.00171542924146179,0.0775806738030467
"gene:UTI89_C2143","gene:UTI89_C2143",283.660539169391,1.4838419392047,0.470088547023064,3.15651582792529,0.00159666221593763,0.0728658574909717
"gene:UTI89_C1623","gene:UTI89_C1623",845.934850933226,-1.07805769058916,0.322112368186966,-3.34683730605283,0.000817391679832308,0.0441826261650325
"gene:UTI89_C4969","gene:UTI89_C4969",12.9465886566278,1.6114051237219,0.453586198937634,3.5525885212029,0.000381460648121714,0.0233528347996464
"gene:UTI89_C0015","gene:UTI89_C0015",2370.46240957115,-1.6704391353802,0.315295953516638,-5.29800372237271,1.1707558059243e-07,2.66388629108708e-05
"gene:UTI89_C3458","gene:UTI89_C3458",568.686551613493,0.935241317664523,0.252399262690362,3.70540431733295,0.000211053793479803,0.0143174330171434
"gene:UTI89_C0807","gene:UTI89_C0807",178.26063085692,1.95961111665254,0.319365714595747,6.13594705722565,8.46533480186928e-10,4.72177563393153e-07
"gene:UTI89_C3036","gene:UTI89_C3036",168.441799430659,2.19817350416071,0.44902925085409,4.89539044500911,9.8110737509266e-07,0.000189429193190967
"gene:UTI89_C1710","gene:UTI89_C1710",220.739854860465,1.76464601497997,0.459319131619491,3.84187353302288,0.000122098746362789,0.00928690464759393
"gene:UTI89_C4030","gene:UTI89_C4030",142.306609569238,1.84919449349602,0.506226113755963,3.65290221750089,0.000259292990396337,0.0169045559972677
"gene:UTI89_C3031","gene:UTI89_C3031",66.7624067819109,1.44084505560567,0.4722786824466,3.05083652758049,0.00228204784500289,0.0979135058283292
"gene:UTI89_C0018","gene:UTI89_C0018",548.646765612888,-0.77903870000039,0.256507384755011,-3.03710047468787,0.00238865821253182,0.0999255352242479
"gene:UTI89_C4238","gene:UTI89_C4238",1105.38745123995,-1.67265775388022,0.366084005465385,-4.56905444900235,4.89929502221059e-06,0.000683179472541588
"gene:UTI89_C0597","gene:UTI89_C0597",502.259471588825,3.05484825295921,0.478536751769981,6.38372756462305,1.72828449101815e-10,1.08449851811389e-07
"gene:UTI89_C4036","gene:UTI89_C4036",900.506901318539,2.68097564880326,0.490335485005491,5.46763538595057,4.56078831521223e-08,1.43094733389784e-05
"gene:UTI89_C0808","gene:UTI89_C0808",725.876569620068,2.59258165401511,0.375727949230869,6.90015650771318,5.19452780149618e-12,1.30382647817554e-08
"gene:UTI89_C4035","gene:UTI89_C4035",1237.22809819181,2.23538492452854,0.495579597741475,4.51064760275838,6.46300115872239e-06,0.000831904251712472
"gene:UTI89_C1338","gene:UTI89_C1338",4088.2352725169,2.38755349709043,0.486218249194616,4.91045636613851,9.08646740937198e-07,0.000182456265580189
"gene:UTI89_C0592","gene:UTI89_C0592",67.1162946077356,1.89911413247926,0.486186872746122,3.90614029077445,9.37820773643979e-05,0.00747279410109964
"gene:UTI89_C1592","gene:UTI89_C1592",275.056888549224,-1.04365815255222,0.262681156229503,-3.97309867039105,7.0943643483828e-05,0.00603622186930197
"gene:UTI89_C3339","gene:UTI89_C3339",92.7849361060883,0.926931374733491,0.281079654892522,3.29775335425087,0.000974617045556437,0.0499242609050338
"gene:UTI89_C3945","gene:UTI89_C3945",189.514703628002,0.733976265418706,0.229943033261189,3.19199175121341,0.00141295367764363,0.0675526424930576
"gene:UTI89_C1337","gene:UTI89_C1337",1141.71822340707,1.9993700612688,0.454926069254873,4.39493402640913,1.10806401157877e-05,0.00129360031119195
"gene:UTI89_C0562","gene:UTI89_C0562",172.002657325586,0.773491851065966,0.252933717651585,3.0580812168801,0.00222759193783459,0.096889239455084
"gene:UTI89_C1082","gene:UTI89_C1082",3645.40805222877,2.49760059987322,0.471899952386644,5.2926485523924,1.20557468020458e-07,2.66388629108708e-05
