"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:UTI89_C4368","gene:UTI89_C4368",241.787497522622,-1.35872664500125,0.404903853920836,-3.35567723508725,0.000791709087016268,0.0304375032594301
"gene:UTI89_C2796","gene:UTI89_C2796",1300.82493453225,0.84860278657898,0.257577263022583,3.2945562687518,0.000985772063875816,0.0348991678153445
"gene:UTI89_C4160","gene:UTI89_C4160",9116.65243774328,2.26438397388706,0.403554810188389,5.61109399942473,2.01051511831951e-08,3.95749795890012e-06
"gene:UTI89_C0975","gene:UTI89_C0975",7144.59374928403,-1.10371041849579,0.343044382705876,-3.21739831385639,0.00129358872656667,0.0414898116370781
"gene:UTI89_C4808","gene:UTI89_C4808",368.230879537862,-1.50236299385665,0.439533688667909,-3.41808382972839,0.00063063679977024,0.0260786864846164
"gene:UTI89_C0942","gene:UTI89_C0942",243.504856777385,0.767879799730426,0.239495845975398,3.20623431526785,0.00134484430570998,0.0421527313910752
"gene:UTI89_C4691","gene:UTI89_C4691",58.3495952423797,2.38041272095669,0.355457569891056,6.6967563011424,2.13096545875066e-11,5.24324051125601e-09
"gene:UTI89_C2536","gene:UTI89_C2536",2956.01164096006,0.940992114092612,0.327700504330563,2.87150035369918,0.0040852832496841,0.0775351159407964
"gene:UTI89_C4692","gene:UTI89_C4692",51.0756905905694,2.42407000690886,0.361091037926204,6.71318241746079,1.90424806870855e-11,4.93200249795514e-09
"gene:UTI89_C0089","gene:UTI89_C0089",1388.45775259557,-0.682685754807324,0.22676765985927,-3.01050756192921,0.00260811453598101,0.0608271641306282
"gene:UTI89_C4668","gene:UTI89_C4668",2081.41792359548,-0.928634788904788,0.294235582840936,-3.15609274697007,0.00159898007485927,0.0470279328341165
"gene:UTI89_C3654","gene:UTI89_C3654",259.704605764726,-1.15291402727117,0.369380351528748,-3.12121102949744,0.00180108916161841,0.0496775401908012
"gene:UTI89_C2105","gene:UTI89_C2105",120.179961777256,0.963762692201904,0.245493334625,3.92582020067505,8.64347038033997e-05,0.00582664626597986
"gene:UTI89_C1718","gene:UTI89_C1718",51.4848508856667,1.05813684430285,0.372706883114132,2.83905903604903,0.00452467848736089,0.0830505253802506
"gene:UTI89_C1196","gene:UTI89_C1196",723.778601012964,-1.23101975230731,0.428847605203387,-2.87052961791282,0.00409784805571924,0.0775351159407964
"gene:UTI89_C2087","gene:UTI89_C2087",2470.05004047437,-1.34928887540285,0.462926551843224,-2.91469320571573,0.0035603835287879,0.0718059317424805
"gene:UTI89_C2443","gene:UTI89_C2443",1778.46692657618,-1.61010090435139,0.448790168310434,-3.58764745318052,0.000333675037869209,0.0169279882613853
"gene:UTI89_C2804","gene:UTI89_C2804",2616.60607290394,-0.40042850768451,0.137969465481632,-2.90229802867373,0.00370435940352245,0.074102246442008
"gene:UTI89_C3585","gene:UTI89_C3585",249.674561905713,-1.54777711111744,0.430298533754929,-3.59698439502226,0.000321927788788722,0.0168532622194606
"gene:UTI89_C3963","gene:UTI89_C3963",68.7023352231936,-0.919356713939539,0.311193480341035,-2.95429297854191,0.00313386335084462,0.0673438495611632
"gene:UTI89_C3310","gene:UTI89_C3310",2226.93094670619,-1.04551038002707,0.344585107427471,-3.0341136557886,0.00241243526088331,0.058770266924786
"gene:UTI89_C0526","gene:UTI89_C0526",177.066217455289,-0.515484280319874,0.188131780329103,-2.74001702114404,0.00614360026376465,0.0985221618922604
"gene:UTI89_C3442","gene:UTI89_C3442",314.046781158616,0.663411456047653,0.237510303964448,2.79319021101062,0.0052190992714253,0.0899414892236058
"gene:UTI89_C3090","gene:UTI89_C3090",580.19491546711,-1.44281733403981,0.448145500607328,-3.21952877376767,0.00128401473909883,0.0414898116370781
"gene:UTI89_C0648","gene:UTI89_C0648",855.587134512011,-1.35481566016862,0.356207133990034,-3.80344897922939,0.000142695393373743,0.00900261577938707
"gene:UTI89_C0371","gene:UTI89_C0371",171.041502358273,-1.43058114363741,0.431250920053925,-3.31728253115036,0.00090897647230548,0.0328902442662887
"gene:UTI89_C3569","gene:UTI89_C3569",21.4217474468971,1.74898606190522,0.388037452846241,4.50726095915863,6.56698478339784e-06,0.000659512900389812
"gene:UTI89_C0750","gene:UTI89_C0750",592.612580058205,1.18167064890976,0.383803618457639,3.07884186620868,0.0020780695299377,0.0540880358740957
